0	https://www.youtube.com
1	http://www.dailymail.co.uk
3	http://www.bbc.co.uk
4	http://home.bt.com
5	http://www.yenisafak.com
6	http://www.theaustralian.com.au
7	http://www.mirror.co.uk
8	https://en.wikipedia.org
11	http://www.theguardian.com
13	http://www.independent.co.uk
14	http://stv.tv
18	http://time.com
20	http://www.telegraph.co.uk
22	http://gulfnews.com
23	http://www.ctvnews.ca
25	http://profit.ndtv.com
26	http://www.964eagle.co.uk
27	http://www.belfasttelegraph.co.uk
28	http://www.digitallook.com
34	http://www.ft.com
36	https://www.washingtonpost.com
37	https://www.yahoo.com
38	http://www.dailysabah.com
39	http://tass.ru
40	https://www.rt.com
41	http://www.channelnewsasia.com
43	http://www.huffingtonpost.com
45	http://koreajoongangdaily.joins.com
46	http://www.koreatimes.co.kr
49	http://www.middleeasteye.net
50	http://metro.co.uk
51	http://www.thelocal.de
52	https://www.theguardian.com
54	https://globalvoices.org
55	http://www.timesofmalta.com
56	http://www.bbc.com
61	http://www.express.co.uk
63	https://www.thesun.co.uk
66	http://www.standard.co.uk
68	http://www.chroniclelive.co.uk
70	http://www.expressandstar.com
76	http://www.iii.co.uk
78	http://www.walesonline.co.uk
88	http://www.theweek.co.uk
95	http://www.getsurrey.co.uk
96	https://techcrunch.com
98	http://www.forbes.com
102	http://gizmodo.com
103	http://www.trustedreviews.com
113	http://www.nytimes.com
114	http://communityvoices.post-gazette.com
118	http://www.tv3.ie
119	http://www.contactmusic.com
122	http://www.avclub.com
123	http://www.usatoday.com
126	http://www.dailyrecord.co.uk
131	http://uk.reuters.com
132	http://sport.bt.com
133	http://www.independent.ie
135	http://www.skysports.com
140	http://www.teamtalk.com
150	http://www.huffingtonpost.co.uk
151	http://www.upi.com
152	http://www.udel.edu
155	https://www.theclimategroup.org
156	http://allafrica.com
157	http://www.bdlive.co.za
158	http://www.designntrend.com
161	http://www.scienceworldreport.com
162	http://www.smithsonianmag.com
170	http://www.vox.com
173	http://www.khaleejtimes.com
174	http://www.myjoyonline.com
175	http://www.itv.com
179	http://www.weather.com
180	http://www.wunderground.com
181	http://googleonex.accuweather.com
182	https://www.property-magazine.eu
184	http://www.shippingtimes.co.uk
191	http://www.pinknews.co.uk
195	http://moneyweek.com
198	http://rangers.co.uk
203	http://www.irishtimes.com
207	http://sputniknews.com
211	http://googlenewsblog.blogspot.com
